UID,Name,NationID,Born,Age,Height,Weight,PositionsDesc
15076744,Anthony Dezic,1435,26-06-1997,19,176,0,S R
15076758,Dean Menere,1435,06-03-1998,18,183,0,GK 
15076764,Bradley Murray,1435,25-06-1991,25,182,0,DM C
15076772,Ben Russell,1435,01-12-1993,22,187,0,GK 
15076816,Marcus Holmes,1435,24-09-1992,23,185,0,D RC
15076817,Conor Daly,1435,07-10-1998,17,178,0,M C
15076818,Dejan Erakovic,1435,08-05-1992,24,181,0,DM/M C
15076833,Dilen Ibrahim,1435,19-02-1996,20,187,0,GK 
15076847,Matthew Jones,1435,01-08-1998,17,184,0,GK 
15076857,Domenico Marafioti,1435,06-09-1992,23,186,0,S 
15076873,Thomas Barforosh,1435,05-01-1997,19,182,0,S 
15076899,Noah James,1435,01-01-1999,17,192,0,GK 
15077133,Milos Ilic,1435,14-10-1997,18,187,0,D RC
15077144,Abu Dulleh,1435,05-04-1999,17,180,75,M C
15077173,Yerasimakis Petratos,1435,15-06-2000,16,176,0,M/AM LC
15077186,Ryan Peterson,1435,12-05-1996,20,185,77,S 
15077198,Mortaza Safdari,1435,25-11-1999,16,172,0,D C
15077202,Zac Sfiligoi,1435,02-11-1996,19,167,0,D C
15077206,Gianni Stensness,1435,18-01-1998,18,174,0,D C
15077209,James Enticknap,1435,15-12-1997,18,171,0,S 
15077211,Cooper Buswell,1435,18-06-1999,17,166,0,M/AM L
15077215,Matthew Lee,1435,11-12-1999,16,168,0,DM/M C
15077217,Duncan Stewart,1435,14-11-1997,18,177,0,S 
15077221,Jordon Bennett,1435,05-06-1998,18,180,0,D C
15077225,Sean Pratt,1435,06-12-1997,18,166,0,M L
15077233,Lachlan Pasquale,1435,10-07-1997,18,168,0,M C
15077237,Brody Taylor,1435,05-06-1996,20,161,0,M C
15077241,Tyler Harrison,1435,15-03-1997,19,173,0,M/AM L
15077246,Kobe Kemp,1435,07-06-1998,18,170,0,M C
15077249,Liam Quaile,1435,05-12-1998,17,165,0,D C
15077254,Asmir Kadric,1435,03-10-1996,19,175,0,S 
15077272,Daniel Leck,1435,30-01-1998,18,174,0,D L
15077276,Aaron Reardon,1435,12-09-1999,16,171,0,D R
15077279,Adam Sawyer,1435,26-07-1997,18,168,0,S 
15077289,Nathaniel Atkinson,1435,26-03-1999,17,172,0,M/AM RC
15077294,Zac Bates,1435,15-07-1997,18,180,0,S RC
15077296,Lucas Portelli,1435,02-02-1999,17,162,0,S 
15077299,Pat Langlois,1435,12-03-1999,17,179,0,M/AM RC
15077302,Finn Parris,1435,18-11-1999,16,180,0,M/AM L
15077305,Jordan Salt,1435,27-10-1998,17,184,0,D R
15077308,Jackson Frendo,1435,28-04-1998,18,181,0,S 
15077310,Angus Thurgate,1435,09-07-1998,17,172,0,M C
15077315,Rhyan Smith,1435,11-07-1998,17,177,0,DM C
15077316,Tyson Jackson,1435,31-07-1998,17,175,0,D/WB L
15077319,Jake McGuinness,1435,09-04-1999,17,173,0,D LC
15077327,Felix Dimitrakis,1435,04-02-1998,18,170,0,D RC
15077332,Brady Quinn,1435,12-02-1999,17,173,0,DM/M C
15077335,Joshua Kelic,1435,12-04-1998,18,176,0,D/DM/M C
15077337,Nicholas Sette,1435,27-05-1998,18,180,0,D C
15077341,Aaron Anderson,1435,01-04-1998,18,180,0,D R
15077345,Nick Suman,1435,28-02-2000,16,185,0,GK 
15077351,Emilio Martinez,1435,28-09-1998,17,180,0,AM C
15077355,Ramy Najjarine,1435,23-04-2000,16,169,0,DM/M C
15077358,Abraham Majok,1435,13-03-1998,18,179,0,S 
15077363,Charlie Abou,1435,03-07-1998,17,174,0,M/AM RLC
15077367,Kyle Cimenti,1435,12-07-1997,18,175,0,M C
15077373,Moudi Najjar,1435,16-05-2000,16,166,0,S 
15077376,Mathieu Cordier,1435,03-11-1998,17,182,0,D/WB L
15077381,Daniel Axford,1435,10-11-1999,16,195,0,GK 
15077385,Noah Pagden,1435,24-10-1999,16,170,0,M C
15077387,Abdelrahman Kuku,1435,26-10-1998,17,180,0,D C
15077392,Kosta Grozos,1435,23-03-2000,16,186,0,D C
15077395,Adrian Viggiani,1435,21-01-2000,16,166,0,S 
15077398,Henry Davies,1435,05-04-1999,17,182,0,D C
15077401,Lachlan Campbell,1435,25-11-1999,16,167,0,DM/M C
15077440,Josh Calle,1435,13-03-1992,24,171,0,M/AM/S RL
15077460,Jakob Cole,1435,10-04-1995,21,182,0,GK 
15077512,Juan Zapata,1435,30-06-1996,20,175,0,M C
15077852,Cameron Sullini,1435,12-01-1988,28,173,0,D/M/AM RL
15077853,Andrew Klijn,1435,20-06-1994,22,170,0,DM/M C
15077854,Billy Gibbons,1435,29-03-1993,23,171,0,M C
15077855,Jarrod Purcell,1435,25-06-1998,18,171,0,S 
15077856,Jayden Laugwitz,1435,03-01-1997,19,170,0,D R
15077858,Josh Pippen,1435,22-06-1999,17,164,0,M C
15077859,Kieran Brackenbury,1435,04-03-1992,24,175,0,S 
15077860,Kyle Predebon,1435,27-06-1993,23,197,0,GK 
15077861,Nathan Archbold,1435,03-10-1992,23,195,0,GK 
15077862,Rene Ferguson,1435,19-05-1988,28,168,0,AM/S RL
15077863,Ryan Frame,1435,20-10-1996,19,183,0,AM/S C
15077864,Sam Hudson,1435,05-01-1997,19,171,0,D RL
15077865,Ben Hughes,1435,03-03-1985,31,170,0,M/AM C
15077866,Ben Prangemeier,1435,20-03-1999,17,168,0,D L
15077867,Cameron Hughes,1435,14-09-1989,26,172,0,D RLC
15077868,Jarryd Johnson,1435,14-11-1987,28,174,0,M/AM C
15077869,Sam Bradshaw,1435,14-04-1998,18,169,0,AM/S RLC
15077870,Scott Smith,1435,19-06-1986,30,172,0,S 
15078005,Aaron McLoughlin,1435,05-08-1988,27,174,0,D L
15078006,Aden Gardner,1435,16-06-1997,19,184,0,M/AM C
15078007,Bailey Garland,1435,26-09-1999,16,180,0,S 
15078008,Bren Hammel,1435,17-03-1989,27,169,0,M/AM RLC
15078009,Chris Fayers,1435,10-01-1998,18,176,0,AM C
15078010,Daniel Minors,1435,04-10-1997,18,170,0,DM/M C
15078011,Josh Low,1435,23-07-1998,17,184,0,GK 
15078012,Kye Abrahams,1435,25-06-1999,17,188,0,GK 
15078013,Sam Maxwell,1435,14-01-1999,17,155,0,D RL
15078014,Will Bower,1435,04-07-1999,16,190,0,M/AM C
15078026,Andrew Swan,1435,19-08-1986,29,163,0,M L
15078027,Daniel Bird,1435,05-12-1991,24,167,0,M RL
15078028,Daniel Eisenhauer,1435,17-01-1998,18,189,0,GK 
15078029,Jacob Bailey,1435,15-08-1989,26,170,0,DM 
15078030,Kyle Hodges,1435,02-02-1988,28,178,0,D RLC
15078032,Luke Rutledge,1435,14-07-1994,21,178,0,D C
15078033,Mathew Swan,1435,19-08-1986,29,171,0,D/M R
15078034,Matthew Minors,1435,28-07-1995,20,171,0,AM RL
15078035,Rhys Cooper,1435,25-12-1995,20,177,0,AM/S RLC
15078036,Sam Parker,1435,24-04-1995,21,179,0,S 
15078037,Kane Goodchild,1435,09-10-1987,28,183,0,S 
15078038,Ben Koina,1435,18-07-1992,23,179,0,AM C
15078039,Cody Lucas,1435,12-05-1994,22,172,0,D/M RL
15078040,Grant Brown,1435,23-12-1988,27,182,0,D C
15078041,Josh Small,1435,09-04-1998,18,169,0,D RLC
15078042,Thomas Pullin,1435,13-06-1995,21,182,0,GK 
15078043,Thomas Spencer,1435,15-12-1987,28,167,0,AM/S RL
15078103,Anthony Carter,1435,08-12-1995,20,178,0,D C
15078104,Brad York,1435,15-04-1994,22,177,0,D/M/AM R
15078105,Cameron Le Gay Brereton,1435,13-11-1996,19,175,0,M L
15078106,Mathew Grey,1435,04-02-1989,27,171,0,D C
15078107,Michael Wright,765,11-07-1994,21,192,0,D C
15078108,Samuel Walker,1435,07-08-1992,23,178,0,S 
15078109,Corey Fletcher,1435,12-07-1991,24,174,0,D L
15078110,Owen Kemp,1435,10-01-1988,28,197,0,GK 
15078112,Joseph Holt,1435,02-07-1992,23,167,0,D RLC
15078113,Daniel Walker,1435,27-10-1987,28,166,0,D/DM/M C
15078114,Thomas Walker,1435,14-04-1988,28,164,0,M/AM C
15078115,Joseph Cacic,1435,16-02-1998,18,176,0,DM/M C
15078116,Josh Witherspoon,1435,03-07-1998,17,172,0,D/M R
15078118,Shannon Szmynec,1435,10-02-1993,23,189,0,GK 
15078171,Jarrod Penfold,1435,16-08-1992,23,173,0,AM/S RL
15078172,Matthew Lee,1435,16-07-1990,25,174,0,AM RL
15078173,Skii Webster,1435,21-08-1989,26,174,0,M/AM C
15078174,Ashley Illfield,1435,19-03-1991,25,183,0,M C
15078175,Josh Spencer,1435,03-08-1998,17,172,0,M C
15078176,Josh Cox,1435,09-10-1992,23,186,0,GK 
15078177,Jayden Demir,1435,20-01-1993,23,167,0,S 
15078178,Andrew Darr,1435,22-09-1995,20,187,0,D/DM RLC
15078179,Brendan Trummel,1435,20-02-1993,23,178,0,S 
15078180,Colvin Williams,1435,04-07-1993,22,170,0,D/M L
15078181,Bailey Chaplain,1435,27-08-1999,16,168,0,DM 
15078182,Cordell Webb,1435,07-11-1993,22,187,0,M/AM RL
15078183,Jason Evans,1435,21-01-1993,23,175,0,D R
15078184,Nathan McCarter,1435,01-02-1994,22,181,0,D C
15078185,Riley Ferguson,1435,23-09-1996,19,170,0,M C
15078186,Sean Clerke,1435,21-04-1987,29,182,0,S 
15078187,Simon Frary,1435,04-03-1997,19,191,0,GK 
15078210,Tyson Cummings,1435,12-12-1998,17,178,0,S 
15078211,Adam Duggan,1435,17-09-1999,16,180,0,D/DM RLC
15078212,Levis Dusenge,1435,01-10-1996,19,172,0,AM/S R
15078213,Lawrence Foteff,1435,14-11-1993,22,165,0,D RL
15078214,Ben Higgins,1435,14-01-1988,28,174,0,D RC
15078215,Brad Mackenzie,1435,07-02-1995,21,194,0,GK 
15078216,Justin Micallef,1435,28-07-1997,18,166,0,AM/S RL
15078217,Shane Paul,1435,07-11-1991,24,173,0,M C
15078218,Josh Piddington,1435,29-01-1987,29,171,0,D C
15078220,Samuel Webb,1435,10-09-1999,16,182,0,AM L
15078295,Daniel Casciaroli,1435,16-02-1989,27,181,0,M C
15078302,Blake Thompson,1435,10-04-1991,25,184,0,D C
15078303,Carl Thornton,1435,17-06-1988,28,172,0,D RL
15078304,Liam Thornton,1435,26-10-1990,25,184,0,D/WB L
15078305,Ben Corling,1435,12-04-1997,19,183,0,GK 
15078306,Jordan Elphick,1435,18-12-1990,25,179,0,D R
15078307,Matt Comerford,1435,18-07-1993,22,182,0,AM R
15078308,Matt Sokulsky,1435,04-10-1999,16,179,0,AM/S LC
15078310,Ryan Broadley,1435,16-10-1990,25,180,0,M C
15078311,Zachary Hill,1435,21-03-1992,24,181,0,D RL
15078312,Ben Martin,1435,11-01-1988,28,166,0,AM/S RL
15078313,Jye Mackellar,1435,13-01-1997,19,170,0,M RLC
15078314,Sam Rossi,1435,12-04-1995,21,169,0,D/DM C
15078315,Brock Oakley,1435,28-06-1995,21,172,0,D RC
15078316,Liam Hardy,1435,15-04-1991,25,181,0,D RLC
15078317,Nick Russell,1435,30-04-1995,21,170,0,M/AM L
15078368,Adam Perakovic,1435,18-04-1994,22,191,0,GK 
15078369,Ben Jackson,1435,24-02-1996,20,185,0,GK 
15078370,Cameron Reinhart,1435,11-06-1987,29,168,0,D RL
15078371,Callum Beaton,1435,11-10-1985,30,181,0,D RLC
15078372,Conor Nolan,1435,24-01-1995,21,172,0,D/DM C
15078374,Nicholas Dahl,1435,05-01-1997,19,182,0,D RLC
15078375,Aisosa Ihegie,1435,12-12-1995,20,175,0,AM/S RL
15078376,Sam Smith,1435,18-11-1998,17,185,0,AM/S RLC
15078378,Geveen Ratnayake,1435,27-11-1997,18,190,0,GK 
15078379,Louie Pochi,1435,07-01-1992,24,171,0,D C
15078380,David Kemp,1435,24-06-1986,30,176,0,DM/M C
15078381,Goran Mukesvki,1435,25-04-1995,21,172,0,M/AM RLC
15078384,Nick Rolls,1435,22-12-1999,16,173,0,AM/S RLC
15078463,Aidan Brunskill,1435,13-07-1984,31,173,0,M RLC
15078464,Izach Clements,1435,02-08-1993,22,172,0,D RL
15078465,James Field,1435,24-05-1993,23,167,0,DM/M C
15078466,Jordan Lamb,1435,20-06-1994,22,171,0,M C
15078467,Josip Jadric,1435,24-02-1992,24,193,0,AM RLC
15078468,Marko Vrkic,1435,11-05-1996,20,180,0,D/DM RLC
15078469,Nikola Barisic,1435,24-09-1995,20,164,0,D/M RL
15078470,Christian Pratezina,1435,02-11-1994,21,181,0,D RLC
15078471,Thomas James,765,24-02-1992,24,181,0,AM/S RL
15078472,Rory Larkin,1435,18-03-1995,21,197,0,GK 
15078473,Michael Mensah,1435,30-06-1983,33,180,0,D C
15078474,Kye Edwards,1435,22-06-1999,17,174,0,M/AM C
15078475,Misko Naumoski,1435,23-07-1987,28,166,0,AM/S C
15078476,Mitch Kaye,1435,11-09-1998,17,193,0,GK 
15078478,Thomas Milicevic,1435,27-04-1997,19,177,0,M/AM RL
15078479,Ross Costanzo,1435,17-10-1997,18,167,0,D RL
15078480,Ned Povel,1435,07-05-1997,19,177,0,AM/S RLC
15078481,Alec Mathias,1435,12-08-1997,18,172,0,D RLC
15078535,Thom Lino,1435,25-11-1992,23,179,0,M/AM R
15078536,Daniel Johnson,1435,24-02-1986,30,171,0,M C
15078537,Thomas Beecham,1435,18-08-2000,15,169,0,M C
15078538,Daniel Yaxley,1435,06-10-1993,22,177,0,D RL
15078539,Mason Palmieri,1435,13-01-1985,31,180,0,M/AM RLC
15078540,Owen Littlewood,1435,08-02-1995,21,169,0,D RL
15078541,Calum Gallagher,765,18-10-1988,27,175,0,S 
15078542,Joseph Grujevski,1435,22-04-1996,20,174,0,M/AM C
15078543,Hakan Canli,1435,03-09-1985,30,176,0,AM C
15078544,Justin Maddalena,1435,30-06-1993,23,188,0,M/AM LC
15078545,Chris Berlin,1435,14-05-1982,34,169,0,AM/S RLC
15078546,Daniel Clements,1435,11-07-1989,26,172,0,D LC
15078547,Dayne Pawlik,1435,21-07-1989,26,187,0,D C
15078549,Jake Hamilton,1435,08-10-1997,18,183,0,GK 
15078550,Jordan Harrison,1435,05-11-1992,23,171,0,D/M L
15078551,Paul Bitz,1435,02-09-1986,29,187,0,GK 
15078552,Scott Carter,1435,28-03-1988,28,183,0,GK 
15078553,Mitchell Hunter,1435,08-04-1996,20,189,0,M/AM/S L
15078554,Sean Matthews,1435,20-01-1975,41,178,0,D C
15078555,Nikolas Taylor,1435,23-09-1997,18,173,0,D C
15078556,Riley Hill,1435,28-01-1998,18,191,0,GK 
15078655,Bailey Jensen,1435,26-11-1997,18,188,0,AM C
15078656,Brendan Frost,1435,30-04-1997,19,171,0,DM 
15078657,Patrick Brown,1435,04-02-1994,22,188,0,S 
15078658,Rhys Tippett,1435,09-03-1985,31,180,0,AM RLC
15078659,Alex Johnson-Young,1435,09-03-1990,26,184,0,D RLC
15078660,Carter Smith,1435,12-08-1999,16,169,0,D RL
15078661,Josh Carroll,1435,18-11-1996,19,184,0,AM RLC
15078662,Kevin Davison,1435,19-02-1993,23,179,0,D RLC
15078663,Matt Browne,1435,02-09-1999,16,176,0,D C
15078664,Michael Sessions,1435,20-07-1990,25,193,0,D C
15078665,Nate Cavaliere,1435,12-03-1999,17,195,0,GK 
15078666,Riley McNaughton,1435,07-03-1990,26,171,0,D/M RC
15078722,Michael McDougall,1435,29-05-1998,18,165,55,M/S C
15078723,Yacoub Mustafa,1435,28-02-1999,17,175,0,M/AM L
15078724,Callum Timmins,765,19-05-1999,17,176,0,M/AM C
15078867,Scott Witschge,1435,18-02-1994,22,166,0,DM 
15078986,Brendon Offer,1435,12-06-1992,24,175,0,M R
15078987,Darren Francis,1435,01-05-1989,27,185,0,D C
15078988,David Annall,1435,23-05-1981,35,177,0,M C
15078989,Papa Kpatar,1435,22-05-1992,24,173,0,M/AM R
15078990,Michael Craggs,1435,22-02-1994,22,190,0,GK 
15078991,Hassan Karim,1435,03-01-1992,24,171,0,M C
15078992,Kade McNamara,1435,04-01-1999,17,170,0,M L
15078997,Jack O'Gorman,1435,25-02-1998,18,186,0,GK 
15078998,Callum Husian,1435,30-03-1998,18,164,0,AM L
15079092,Walter Scott,1435,02-10-1999,16,178,0,M C
15079095,Harry Quigley,1435,17-04-2000,16,167,0,D RLC
15079096,Ignacio Dominguez,1435,26-08-1999,16,165,0,M C
15079097,Ethan Brooks,1435,03-05-2000,16,180,0,M/AM L
15079098,Tom Eijgey,1435,16-03-2000,16,175,0,D R
15079099,Zayd Farah,1435,12-01-2000,16,166,0,D RL
15079100,Joe Tweats,765,16-06-2000,16,178,0,AM C
15079101,Chok Dau,1435,18-06-1999,17,172,0,S 
15079319,Jamie Murphy,1435,26-06-1998,18,176,0,S 
15079382,Paul Lloyd,765,26-03-1986,30,181,0,AM RLC
15079517,Mark Moric,1435,16-03-2000,16,167,0,S 
15079569,Finn Matheson,1435,24-08-1999,16,194,0,GK 
15079598,Xavier Townsend,1435,17-08-2000,15,179,0,GK 
15079602,Justin Weier,1435,02-10-1999,16,192,0,GK 
15079603,Conor Doyle,1435,20-06-1999,17,167,0,D/M/AM L
15079604,Sebastian Scaroni,1435,13-04-2000,16,174,0,M C
15079606,Joshua Lagudah,1435,14-07-1995,20,187,0,GK 
15079896,Phil Yarnold,1435,26-11-1981,34,166,0,D RLC
15079897,Josh Calabria,1435,27-04-1994,22,184,0,D C
15079898,Jack Pettit,1435,23-05-1992,24,182,0,GK 
15079899,Pat Ross-Magee,1435,25-09-1988,27,174,0,AM/S RC
15079900,Victor Yanes,1435,29-09-1988,27,172,0,M/AM C
15079901,Michael Reeve,1435,30-12-1990,25,172,0,AM RLC
15079902,Nicholas Bobolas,1435,23-08-1993,22,174,0,D L
15079903,Tim Bobolas,1435,22-05-1995,21,171,0,D RLC
15079904,Joel Valtonen,1435,16-07-1988,27,185,0,D C
15079906,Daniel Giovinazzo,1435,21-03-1995,21,185,0,D RC
15079907,George Kazolis,1435,14-06-1997,19,197,0,GK 
15079993,Alex Tserepas,1435,23-07-1997,18,168,0,M/AM C
15079994,Brenton Olzomer,1435,10-10-1987,28,180,0,S 
15079995,Corey Atkinson,1435,18-05-1993,23,182,0,AM/S RC
15079996,Perry Budden,1435,23-01-1994,22,196,0,GK 
15079997,Reece Pettit,1435,09-01-1998,18,180,0,D C
15079998,Wilson Edwards,1435,16-09-1993,22,175,0,D RL
15079999,Zachary Park,1435,08-02-1996,20,196,0,GK 
15080000,Reece Newton,1435,03-01-1995,21,166,0,D/DM RLC
15080001,Josh Swadling,1435,09-09-1994,21,175,0,AM/S RL
15080002,Ridge Mapu,1435,02-03-1993,23,168,0,AM R
15080003,Alex Burrell,1435,28-10-1999,16,169,0,D RC
15080005,Darren Cooper,1435,18-08-1997,18,172,0,D RLC
15080006,Paul McGinley,1435,19-01-1988,28,168,0,M C
15080007,Scott McGinley,1435,15-06-1992,24,184,0,D C
15080008,Riley Russell,1435,05-04-1988,28,164,0,AM RL
15080009,Tom Motherway,1435,03-04-1996,20,185,0,M RL
15080054,Nathan Morris,1435,19-02-1986,30,172,0,D/DM C
15080055,Robbie Turnbull,1435,25-01-1985,31,168,0,M C
15080056,Trent Partridge,1435,05-07-1994,21,181,0,M C
15080057,Isaac Peek,1435,24-10-1997,18,167,0,AM C
15080058,Jacob Golding,1435,29-04-1997,19,162,0,AM R
15080059,Jake Barner,1435,22-02-1994,22,178,0,AM/S RLC
15080060,James Tassell,1435,05-09-1997,18,165,0,D R
15080061,James Wand,1435,03-07-1993,22,194,0,GK 
15080062,Patrick Wand,1435,29-09-1995,20,181,0,DM/M C
15080063,Jordan Jackson,1435,26-10-1996,19,177,0,D L
15080064,Lee Ashton,765,18-03-1989,27,172,0,AM C
15080065,Zachary Sneddon,1435,21-05-1996,20,173,0,DM 
15080066,Benn Kelly,1435,02-04-1990,26,182,0,GK 
15080068,Dylan Murphy,1435,12-01-1993,23,173,0,DM/M C
15080069,Greg Anderson,1435,16-06-1989,27,184,0,D RLC
15080070,Jayden Nakhoul,1435,30-10-1994,21,176,0,AM/S RL
15080071,Lucas Lambert,1435,24-10-1995,20,166,0,AM C
15080072,Shane Farmer,1435,26-06-1995,21,183,0,D RL
15080073,Nathan Stevens,1435,17-06-1995,21,191,0,D RLC
15080074,Robert Macbeth,1435,29-09-1993,22,177,0,M C
15080128,David Dexter,1435,25-10-1984,31,170,0,D C
15080129,Jason O'Dwyer,1435,30-07-1989,26,165,0,DM/M C
15080130,Matthew Tarnawskyj,1435,29-07-2000,15,179,0,D RLC
15080131,Victor Montana,1435,15-02-1983,33,174,0,AM/S RLC
15080132,Christian Junna,1435,29-06-1997,19,171,0,D/DM C
15080133,Mitchell Steenbergen,1435,17-12-1992,23,160,0,AM/S C
15080134,Nathan Duck,1435,20-08-1992,23,174,0,M/AM/S RLC
15080135,Jake Wilsener,1435,04-06-1995,21,180,0,M RLC
15080136,Frano Blezevic,1435,03-08-1995,20,169,0,AM/S RLC
15080138,Justin Rankine,1435,26-09-1995,20,168,0,M/AM RLC
15080139,James Benivento,1435,01-07-1995,21,191,0,GK 
15080140,Jamie Vearncombe,1435,23-05-1997,19,180,0,M RLC
15080141,Lachlan Atkinson,1435,21-03-1996,20,172,0,M/AM RLC
15080181,Mark Shields,1435,17-08-1984,31,184,0,S 
15080182,Martin Deng,1435,13-04-1990,26,185,0,M/AM RL
15080183,Caleb Cullen-Rua,1435,06-08-1997,18,166,0,D RLC
15080184,Edward McCarthy,1435,06-11-1994,21,172,0,AM/S C
15080185,Daniel Hearle,1435,15-07-1997,18,161,0,D RLC
15080186,Sam Roestbakken,1435,10-08-1997,18,180,0,D/DM C
15080187,Amanze Kessie,1435,07-12-1996,19,180,0,AM/S RL
15080188,Luke Markulin,1435,15-11-1995,20,171,0,D RL
15080189,Nathan Alfernik,1435,18-02-1997,19,182,0,GK 
15080190,Daniel Felizzi,1435,30-10-1998,17,184,0,D/DM/M RLC
15080191,Darian McGarry-Watson,1435,31-03-1996,20,182,0,AM/S RLC
15080192,Lachlan Hunter,1435,02-06-1996,20,181,0,D/DM RLC
15080193,Thomas Hewitt,765,29-01-1993,23,186,0,DM/M C
15080194,Tony Spaseski,1435,10-02-1998,18,170,0,D RLC
15080195,Connor Gibbs-Patterson,1435,07-09-1995,20,196,0,GK 
15080196,Daniel Whitehorn,1435,18-05-1995,21,180,0,D/DM RL
15080197,Michael Piccolo,1435,24-03-1998,18,173,0,S 
15080232,Mitchell Evans,1435,10-11-1998,17,184,0,GK 
15080276,Cristian Gonzalez,1435,29-12-1996,19,178,76,D L
15080277,Andrea Agamemnonos,1435,30-11-1997,18,181,0,M C
15080278,Brendan Curtis,1435,28-11-1995,20,165,0,D R
15080279,Liam McGing,1435,23-01-1992,24,183,0,D R
15080280,Aaron Avery,1435,01-02-1998,18,177,0,S 
15080281,Sam McIllhatton,1435,03-10-1997,18,174,0,M C
15080282,John Iredale,1435,21-03-1999,17,174,0,S 
15080299,Aaron Cashman,1435,21-04-1990,26,187,0,DM/M C
15080300,Andrew Slavich,1435,01-07-1996,20,174,0,AM/S RLC
15080301,Daniel Roberts,1435,09-04-1995,21,165,0,D RLC
15080302,Domenick Colucciello,1435,06-08-1992,23,184,0,D/M RLC
15080303,Dominic Szrakity,1435,07-04-1992,24,170,0,D RLC
15080304,Edward Coggan,1435,15-05-1997,19,175,0,AM/S RL
15080305,Liam Highmore,1435,10-04-1995,21,173,0,D RLC
15080306,Marco Gayer,1435,13-11-1995,20,173,0,DM/M C
15080307,Nicholas Faust,1435,10-11-1999,16,171,0,D RL
15080308,Sam Shadbolt,1435,22-09-1993,22,183,0,D/DM C
15080309,Thomas Barton,1435,06-05-1995,21,197,0,GK 
15080310,Tim Anderson,1435,15-04-1992,24,160,0,AM RLC
15080311,Josh Lagudah,1435,14-07-1995,20,188,0,GK 
15080312,Anthony Giorgi,1435,29-01-1997,19,168,0,M/AM C
15080313,Jonathan Turek,1435,25-10-1996,19,179,0,D RLC
15080314,Milos Milutinovic,1435,14-09-1990,25,179,0,D RLC
15080394,Josh Wade,1435,25-05-1992,24,195,0,GK 
15080395,Chris Trajanoski,1435,10-03-1987,29,196,0,GK 
15080396,Ben Greig,1435,03-08-1986,29,168,0,D/DM/M RLC
15080397,Bensah Afiabo,1435,17-09-1991,24,178,0,M/AM C
15080398,Mitch Korda,1435,02-10-1994,21,174,0,D C
15080399,Tim Dehelean,1435,12-10-1994,21,166,0,D/DM RLC
15080401,Tom Hirst,1435,25-06-1990,26,177,0,S 
15080402,Adam De Franceschi,1435,26-10-1994,21,176,0,D RLC
15080404,Reece Vlazlovski,1435,21-12-1990,25,165,0,AM RLC
15080405,Brady Nixon,1435,13-08-1999,16,168,0,M/AM C
15080407,Matthew Waters,1435,09-08-1992,23,176,0,AM/S RLC
15080408,Goran Milutinovic,1435,27-11-1990,25,183,0,M C
15080409,Daniel Di Salvatore,1435,19-03-1994,22,180,0,M/AM RLC
15080410,Chris McEwan,1435,15-01-1994,22,176,0,D/DM C
15080411,Caleb Brown,1435,25-12-1997,18,176,0,AM/S RL
15080412,Jarryd Clifton,1435,26-09-1990,25,168,0,D RLC
15080414,Nathan Shakespeare,1435,01-01-1995,21,171,0,DM/M C
15080432,Jamie Subat,1435,08-07-1983,32,181,0,S 
15080433,Ben Henry,1435,11-05-1993,23,179,0,D RL
15080434,Chris Burg,1435,13-04-1994,22,187,0,GK 
15080435,Nathan McAllister,1435,08-05-1988,28,179,0,S 
15080455,Justin Tannock,1435,14-01-1989,27,180,0,AM/S C
15080456,Judd Duncan,1435,06-05-1997,19,175,0,M C
15080469,Chris Krassaris,1435,29-12-1998,17,174,0,D/M R
15080470,Nikola Savage-Brajdic,1435,04-10-1994,21,179,0,M/AM RLC
15080471,Ali Cox,765,17-09-1992,23,182,0,D RLC
15080472,Zak Harris,765,09-03-1991,25,186,0,D/WB/M L
151366,Josh Lillis,765,24-06-1987,29,183,80,GK 
151467,Sam Saunders,765,29-08-1983,32,173,70,M/AM R
151478,Dan Seaborne,765,05-03-1987,29,183,75,D LC
151496,Michael Coulson,765,04-04-1988,28,178,64,M/AM RLC
151498,Mark Cousins,765,09-01-1987,29,186,71,GK 
151499,Michael Morrison,765,03-03-1988,28,183,85,D C
151508,Danny Cross,765,16-08-1985,30,182,0,D C
151708,Michael Raynes,765,15-10-1987,28,193,76,D C
151712,Simon Heslop,765,01-05-1987,29,180,70,M C
151725,Chris Gaghan,765,04-06-1984,32,171,0,AM/S RL
152007,Matt Paine,765,22-12-1987,28,186,82,D C
152010,Anthony Wordsworth,765,03-01-1989,27,186,77,M C
152936,Matt Lowton,765,09-06-1989,27,181,78,D/WB R
152937,Kyle Naughton,765,17-11-1988,27,180,73,D/WB/M RL
152985,Michael Bostwick,765,17-05-1988,28,193,89,D/DM/M C
156540,Alex Rodman,765,15-02-1987,29,183,80,M/AM RL
157156,Ian McAndrew,1435,23-02-1989,27,175,72,DM/M C
157157,Matt Simon,1435,22-01-1986,30,188,78,S 
1600980,Perry Moustakas,1435,23-06-1983,33,181,0,D C
16103194,Hong-Soon Im,135,06-09-1993,22,176,0,M/AM RC
16136538,Michael Cavallaro,1435,20-07-1987,28,162,0,M LC
16146834,Sun-Bin Kim,135,07-03-1995,21,176,0,M/AM LC
16156227,Hyun Kang,135,30-01-1998,18,175,0,DM/M/AM C
16204298,Jae-Woo Kim,135,06-02-1998,18,190,80,D C
164231,Sam Beasant,765,08-04-1988,28,196,82,GK 
164247,Suk Hyun-Jun,135,29-06-1991,25,190,83,AM/S C
164385,Sebastian Mattei,1435,10-02-1991,25,182,81,GK 
